index,Ticker1,Ticker2,ro,lAB,lBA
1115,EGLD,SECO,0.9532021971190456,0.8670348077712327,1.047933047726394
674,BNT,XLM,0.9526164935773945,0.828030277313482,1.0959480694111507
1284,FTT,UNISWAP,0.9522369627934796,0.976242096545804,0.9288220990658813
2225,VET,XLM,0.9519000197517368,1.4628230379929632,0.6194280675580361
642,BNB,ETH,0.9518261160178949,0.8644731928752575,1.0480058405517751
1118,ENJ,HNT,0.9516232662574788,0.7866103876663162,1.1512520748285702
1001,DENT,QTUM,0.9515329134607732,1.2018951757572214,0.7533226721113304
609,BCH,EOS,0.9514076247443659,0.8757524088002993,1.0335986054114599
1107,DRGN,REEF,0.9513909776954113,0.9847540415139685,0.9191582408218949
1180,ETH,SHIT,0.9513707223391027,1.0444368088695044,0.8665974270896395
1269,FTT,ORBS,0.9503727868088409,1.0222471675597982,0.8835519065930475
1153,ETC,ICP,0.9496560212862092,0.6101606734076589,1.4780476652624475
992,DENT,DRGN,0.9493346836377002,1.422694618514634,0.6334713928266835
908,DASH,ONT,0.9487963454043529,1.0194781855464596,0.8830149755191906
625,BCH,PRIV,0.9484669051801545,0.9370926456129701,0.9599792234348202
215,ALGO,ATOM,0.9482511036628629,0.7045963285193907,1.276163555219394
1097,DRGN,HOT,0.9481741617599516,0.8796654193735065,1.022018396118691
1851,OMG,REN,0.946682120957386,1.0793378273406358,0.8303304261544561
511,BADGER,QTUM,0.9459002536247701,1.3122104217325614,0.6818474194299279
1159,ETC,NEO,0.94585695692604,0.7505467208093998,1.1919915951409272
678,BNT,ZRX,0.9455387001630328,0.632830833314432,1.4127684468588118
1658,LTC,VET,0.9446875935190063,0.7202927967683936,1.2389887186886435
988,DEFI,TRX,0.9446543094370397,1.123306446813358,0.7944152433821483
1122,EOS,ETC,0.9444848580619474,0.824439930384402,1.0820092698474346
1614,LINK,MID,0.9440160832107327,1.2564842618515073,0.7092539018732666
1267,FTT,MTL,0.9439833321661422,0.9378879940416609,0.9501182839194232
2009,QTUM,XRP,0.9409398295660946,1.3042664486624362,0.6788243029419655
1664,LUNA,NEAR,0.9408743569063088,1.2583987972461672,0.7034690095231307
623,BCH,ONT,0.9402541899872144,0.7352693491723572,1.2023865033727563
1820,MTL,XRP,0.9398537537658808,1.237127073071583,0.714013214725522
595,BAT,ENJ,0.939694312350835,0.7633967399601518,1.1567057526478322
2006,QTUM,TRX,0.9395883518718338,1.455972687087695,0.6063480989736829
878,CRO,HUM,0.9393904837999678,0.9540161757555349,0.92498901326812
216,ALGO,HBAR,0.939368416026171,1.061760239449302,0.8310850117020716
2221,UNISWAP,XTZ,0.9389272909135762,0.8001224953156245,1.1018118635379055
2249,XMR,ZIL,0.9383243228180141,0.6628307585020083,1.328321782745417
1348,HOLY,XTZ,0.9376976234385038,1.35728095677525,0.6478222718834007
503,BADGER,DRGN,0.9373334623568841,1.5427581264189039,0.5694956355169963
1366,HOT,ZRX,0.9372543184246971,1.3590688281969718,0.6463584766130983
2016,RAMP,SRM,0.9371305763700528,0.642847329985361,1.3661310799683437
1201,FIL,ICP,0.9371194040220868,0.8161921096309052,1.0759633265651682
2002,QTUM,SC,0.9370741521130094,1.4087351033808104,0.6233307911834894
2099,SC,ZRX,0.9367177542586516,0.9945253599489108,0.8822702632625136
641,BCH,ZIL,0.9365533290878035,0.7147856269026844,1.2271261553288981
1337,HBAR,UNISWAP,0.9361094706166163,0.9591166224278509,0.9136542110592405
1016,DODO,FLM,0.9357707038966983,1.1025236071122344,0.7942386037110779
1504,KNC,ONT,0.9353321749442582,0.75168445620786,1.1638477691815396
590,BAND,ONT,0.9351048937169776,1.0894220026239767,0.8026468715955004
1345,HOLY,REN,0.9349205246118106,1.1441460819265572,0.7639552336434347
1507,KNC,PRIV,0.9344757813535632,0.9488427532101238,0.9203263480508135
245,ALPHA,ORBS,0.934373296110102,1.0192595504189323,0.8565565621875382
1639,LINK,ZRX,0.9343331659049116,0.968242672537016,0.9016112279192289
1890,ORBS,UNISWAP,0.9342040302191186,0.8904148597980642,0.9801466815991486
1991,PUNDIX,XEM,0.9338993237037189,1.1193997767349317,0.7791389322572543
1751,MID,XLM,0.9338193455724876,0.9442484118664987,0.9235054665770707
600,BAT,STORJ,0.9337104069401747,0.8620307589264469,1.0113503665624706
1848,NEO,ZIL,0.9335970922607358,1.117558974816791,0.7799172574499603
256,ALPHA,STMX,0.9334560620308265,1.098237416815257,0.7933987737085751
2019,RAMP,STMX,0.9331777613563241,1.0149258202881477,0.8580141689988396
2038,REEF,VET,0.9331449538201773,1.0249718641335939,0.8495447878231386
1869,ONT,VET,0.932910844453676,0.748814712843001,1.1622670184923913
812,CHZ,HOT,0.932435907342301,0.7132600603184078,1.2189617359384082
1388,ICP,NEO,0.9320809735622416,1.151148333282584,0.7547028616193715
24,1INCH,REEF,0.9318757689417224,0.8026807105978244,1.0818653510359815
1120,ENJ,STORJ,0.931865558596626,1.059011298912743,0.8199850371663989
1027,DODO,ONT,0.9316578156045761,1.3261358276939603,0.654522913302513
1871,ONT,XEM,0.9316264129617643,0.9684036467334294,0.8962458745954275
1647,LTC,QTUM,0.9314436929760311,0.5264970440975796,1.64784847875429
1649,LTC,REEF,0.9308629801662839,0.6461637735795743,1.341000413941259
2040,REN,UNISWAP,0.9307372879855764,1.291823809105047,0.6705805336154036
2228,VET,ZRX,0.9306104727294058,1.1011600977278522,0.7864758755249464
1274,FTT,RAMP,0.9304436329870642,0.9924049939453763,0.872350864261993
1338,HBAR,XTZ,0.9302860354357428,0.8122420946943326,1.0654854179312587
990,DEFI,ZRX,0.9296240366800423,1.1386224771427005,0.7589880464523702
1352,HOT,LTC,0.9293282468527925,1.4936553880951202,0.5782130183990504
994,DENT,HOT,0.9292570073109317,1.2919861131735715,0.668365222220047
611,BCH,FLM,0.9291120085779201,0.6013885194424688,1.435426677722402
1333,HBAR,REN,0.9289766561783733,0.6857624833833182,1.258449752845352
1825,MVDA10,QTUM,0.9289317225521316,0.6805092451075583,1.2680417663205767
951,DAWN,PUNDIX,0.9279192361263905,1.071382620507851,0.8036663021145904
243,ALPHA,MTL,0.9278371278111195,0.9349556282792515,0.9207728256892855
2207,TRU,XRP,0.9277870090438219,2.136281066427325,0.40293795965249435
972,DEFI,DENT,0.9272061074518932,0.5633040627788698,1.5261937956829177
1207,FIL,NEO,0.9271798225655082,0.9973237800909991,0.8619692426206552
1402,ICP,SRN,0.9269571680357902,1.1697390643306038,0.7345651843000107
1663,LTC,ZRX,0.926922249352568,0.8362671156706732,1.027404809115053
1872,ONT,XLM,0.9265036651671198,1.1428266795206405,0.7511279330022
1119,ENJ,HUM,0.9261473597068072,0.5488896108149438,1.5626984278649012
607,BCH,DODO,0.9261028852230946,0.5087771240291876,1.6857411890424097
1090,DOT,HBAR,0.9256889762667049,1.1866902222672568,0.7220924759492253
520,BADGER,TRU,0.9255483328120451,0.7729229246420117,1.1083119533139978
2004,QTUM,STMX,0.9254166892010851,1.1378084575696787,0.7526715441025384
1801,MTL,RAMP,0.9251799074217361,0.9932049941345065,0.8618138915449035
1641,LTC,MID,0.924956592027818,1.0718112630090386,0.7982232755549057
596,BAT,HNT,0.924876203971662,0.6210753272492806,1.3772821993453648
1862,ONT,SKL,0.9247031021992195,0.7576457273106576,1.1285958547566037
1281,FTT,STMX,0.9242403507634522,1.0721445610093165,0.7967397840223959
891,DASH,DODO,0.9242300827919917,0.6976735998903603,1.2243565559481253
501,BADGER,DENT,0.9241993602768815,1.0149947456884547,0.8415259893358802
2101,SHIT,STORJ,0.9238686226048256,0.6984478047512122,1.2220429730432998
605,BCH,DASH,0.9238389638194457,0.6723463927155391,1.2694028559056798
1103,DRGN,MTL,0.9235551608607142,0.8197173960178162,1.0405465826345854
1800,MTL,QTUM,0.9230440923212239,0.8765411198984722,0.972014178259884
1747,MID,SC,0.922856658608872,0.6767563268823992,1.2584506099293946
1242,FLM,SKL,0.9227730172348624,0.9134240144399706,0.9322177081788254
1123,EOS,FIL,0.9227371630947261,0.594185454376455,1.4329598038538625
1877,ONT,ZRX,0.9226354072221838,0.8762853021215394,0.9714371479232881
602,BCH,BSV,0.9222407114260942,1.107611933795076,0.7678934325829213
981,DEFI,MTL,0.922160426274378,0.7451896482202053,1.1411589704950562
1236,FLM,PRIV,0.9216386255935859,1.4067963082155512,0.6037958382642308
89,ADA,WAVES,0.9214792315649044,0.9121918488171025,0.9308611727966657
819,CHZ,LTC,0.921399697184841,1.1328136972869276,0.7494413282657205
2158,STMX,XRP,0.9213755040554703,1.0387450435515309,0.8172677450964486
232,ALPHA,FTT,0.921026942555324,0.9340149057501193,0.9082195837458665
1009,DENT,TRU,0.9208985015757903,0.700242919061555,1.2110855063569557
1092,DOT,REN,0.9201065333094487,0.8707241287596597,0.9722896204159425
2090,SC,STMX,0.9199738932676405,0.7524055254142284,1.124861442010371
1969,PROM,WAVES,0.9199288536382988,0.6776977070097743,1.2487412706327319
1634,LINK,XLM,0.9194969844416702,1.2375165579806775,0.6832027409612454
1889,ORBS,TRX,0.9194250831636103,1.2496994947792626,0.6764366050253756
2007,QTUM,VET,0.9194061130603991,1.2401870449592525,0.6815968640928715
1667,MAPS,SRM,0.9191887148117271,0.879646322744409,0.9605086403376373
2162,STMX,ZRX,0.9188909313381292,1.1928734568320725,0.7078374817206783
286,ALT,ZRX,0.9186078137655084,1.0330799531546204,0.8168199498347539
1365,HOT,VET,0.9184160157893938,1.125491335115409,0.7494397795359055
1166,ETC,SRN,0.9181622436884925,0.7444351125280373,1.1324316808113164
82,ADA,PROM,0.9177091232102127,1.2333632131266166,0.682840241917284
246,ALPHA,PERP,0.917684770761596,0.7715892326595021,1.0914425744188643
926,DASH,XEM,0.9175785513340263,1.0248525200883645,0.8215332268448303
504,BADGER,HOT,0.9175175210629337,1.4010629452927612,0.600856945282757
1810,MTL,SRM,0.9174266215111465,0.6756043854213373,1.2458054210711673
1026,DODO,NEO,0.917175619493167,1.0644245946397997,0.7902965801700023
645,BNB,STORJ,0.9169761256692686,0.6912039585189663,1.2164936335855052
1322,GRT,VET,0.9169472187394403,0.7922362282406645,1.0612897668428514
26,1INCH,RUNE,0.9166722349543407,0.6679638201562351,1.2579842814535145
1636,LINK,XRP,0.9165203120383906,0.8248341950627074,1.018397985203666
1151,EOS,ZIL,0.9164363613187463,0.7598526673374174,1.1052874332731668
569,BAND,DASH,0.9162398141470574,0.9934494623253719,0.8450308031404268
793,CAKE,NEO,0.9161615333327752,0.8891773319995626,0.9439646344460282
1124,EOS,ICP,0.9160619908214577,0.5137674083634106,1.6333647432033884
1358,HOT,REEF,0.9160554087736182,1.022023294574139,0.8210747410537883
1227,FLM,KNC,0.9160209799805336,1.3770422688316593,0.6093454462196141
1844,NEO,UNI,0.9159918449336889,1.089741235288667,0.7699452244392362
630,BCH,SKL,0.9158733382703319,0.5868171282400391,1.4294469799649723
2218,UNI,XMR,0.9155825912286004,1.304146636852142,0.6427892827943703
1934,PERP,YFII,0.9150281796587688,1.0537134098981586,0.7945961033660591
1856,ONT,PUNDIX,0.9147152693763368,0.7932576025892735,1.0547696250236211
564,BAND,BCH,0.9146726128100451,1.3628755516871311,0.6138682197278237
616,BCH,KNC,0.9146223366273918,0.8899607772132685,0.9399672885328572
1815,MTL,TRX,0.9144747486456918,1.3456645343215405,0.6214506250119984
2253,XRP,ZRX,0.9144427407865079,1.0529666521594936,0.7941424587969571
2103,SHIT,ZEC,0.9141045624574697,1.0014130650114463,0.8344080782449262
522,BADGER,ZRX,0.9136769496467968,2.0230540051859465,0.4126462102227198
757,BTT,ONT,0.9136106964825064,1.0023078820778364,0.8327625868779022
1854,ONT,PRIV,0.913554417589973,1.1542321906848734,0.7230622058833316
1743,MID,ONT,0.9135382843439266,0.7488884641447877,1.11438783866845
1251,FLM,XEM,0.9132984748435018,1.1469381026147796,0.7272529374077469
1973,PROM,XRP,0.9132579574238985,0.7979854407246237,1.0451820976090835
1748,MID,STMX,0.9131181477531927,0.5476487444109257,1.522480897227429
1997,QTUM,REEF,0.9128860383278088,1.1210725331153826,0.7433603931567115
1362,HOT,SC,0.9128669929085725,1.2467643562013395,0.6683910576982891
575,BAND,FLM,0.91268705659369,0.8800724524153546,0.9465103253572992
1042,DODO,UNI,0.9122365339108518,1.259513995451795,0.6607115893961769
1818,MTL,WAVES,0.9121297710181395,1.0122599998664432,0.8219041741127523
1283,FTT,TRX,0.9119959670142035,1.3333503799374886,0.6237945077040937
803,CAKE,UNI,0.9117370434812323,1.052736011249136,0.7896228756053972
1742,MID,MTL,0.911690792218691,0.46831752737490284,1.7748216798022138
999,DENT,MTL,0.9116132522858931,1.212563271903776,0.6853569962072965
1327,GRT,ZRX,0.91116565608408,0.9315138473382607,0.8912619551490716
1111,DRGN,STMX,0.9109522743924287,0.9440155184908702,0.8790470389166216
649,BNT,BTT,0.9108006715413993,0.5850292262524902,1.4179767882608976
1249,FLM,VET,0.9106930269378888,0.8831198058736079,0.9391271533004121
2169,SUSHI,UNI,0.910689376501281,1.1609897154511657,0.7143518408774197
1816,MTL,UNISWAP,0.9102690595875154,0.9392821893792511,0.8821521053113277
583,BAND,LINK,0.9100980721623132,0.9716482006128208,0.8524469045804458
276,ALT,MTL,0.910076166595573,0.6752654188174265,1.2265379003944321
1095,DRGN,FTT,0.9099782578080057,0.8129164609162645,1.0186291820809725
658,BNT,LTC,0.9094638714864933,0.6746706435154435,1.225967872604298
1339,HNT,HUM,0.9094453507384374,0.6520526081188461,1.2684418951499847
1617,LINK,ONT,0.9093047545804502,0.9921494685496919,0.8333775937120312
1099,DRGN,KSM,0.9092825103427745,0.8953861208496526,0.9233945717526795
800,CAKE,SUSHI,0.909218840855079,0.8234906637911372,1.0038716125329683
265,ALT,AUDIO,0.9089914595756041,0.4997766670505519,1.6532694062282252
283,ALT,SC,0.9088835880191237,0.9627387067554801,0.8580410975210998
916,DASH,SKL,0.9087321154512493,0.8000305759498604,1.032203121327024
438,AUDIO,DEFI,0.9084533492100473,1.5170727746399428,0.5439999329543193
1881,ORBS,RAMP,0.9083664041676324,0.9007366351015136,0.9160608018651777
1749,MID,TRU,0.9083222452753199,0.26673279845287884,3.0931677920657066
2212,TRX,XRP,0.9081689593871233,0.8123731353051982,1.0152611194909031
1621,LINK,QTUM,0.9081306928994665,0.5896148054266978,1.3987120876132644
986,DEFI,STMX,0.9076418019287434,0.8563611381457041,0.9619932571815164
1285,FTT,WAVES,0.9071549278424262,1.0002390783767217,0.8227333653513345
2064,RSR,SC,0.9070487819778068,1.0444257243738124,0.7877415058698374
1876,ONT,ZIL,0.9070319181187225,0.8852485369730912,0.9293513246564526
1152,ETC,FIL,0.9070152451475103,0.6691054580298683,1.2295171785809502
1091,DOT,KSM,0.9067748840714176,1.2805650155817907,0.6420921080755667
1824,MTL,ZRX,0.9067599326341633,1.3743723675051014,0.5982465850381415
1340,HNT,STORJ,0.9067273795723911,1.2465965373519292,0.6595193522778982
68,ADA,CAKE,0.906691025714817,1.0845803890568966,0.7579784997095872
1010,DENT,VET,0.9065477387676273,1.5445960815189008,0.532067129068812
1423,IOTA,MVDA25,0.9064287193151281,0.8237030091968206,0.9974626947161511
2226,VET,XRP,0.9063940277655395,0.9314108167604848,0.8820491654009874
610,BCH,ETC,0.9063046587644952,0.7282057956495945,1.1279615452188352
1441,KAVA,PUNDIX,0.906115379950685,1.008971529769859,0.8137445483426577
39,AAVE,BAL,0.9061050308106866,1.0702429161055165,0.7671401646348194
2117,SKL,ZIL,0.9058476292449826,1.0790409611706484,0.7604529919962746
1133,EOS,PRIV,0.9054809050722801,0.9719011283649404,0.8435998740220125
1045,DODO,XEM,0.9054331679969058,1.3396843747374092,0.6119420642415146
653,BNT,GRT,0.9054317382677172,0.5927516843427133,1.3830523882383594
584,BAND,MAPS,0.9054145081424334,0.5087007652181658,1.6115081549036572
1880,ORBS,QTUM,0.9053721462217537,0.7941472717579269,1.0321747014753282
2035,REEF,RUNE,0.9052864246181742,0.7658795205066021,1.0700684489589933
2005,QTUM,TRU,0.9051076175014282,0.5448722711692939,1.5035079643547817
221,ALGO,XTZ,0.9050036706798089,0.893132506974834,0.9170326211931351
726,BTC,QTUM,0.9048655276887995,0.5883730234332659,1.3916029297566817
55,AAVE,SNX,0.9048103305942082,0.767406122608776,1.0668167873966323
533,BAL,ETC,0.9046757793340755,0.9113079497522215,0.8980918754590528
76,ADA,MAPS,0.9044531938709522,0.6210363050092185,1.317210561291137
975,DEFI,HBAR,0.9044308483212733,0.7360661751010843,1.1113065469729029
1182,ETH,STX,0.9038768969659204,0.685307392176564,1.1921561830435492
1110,DRGN,SC,0.903814036025755,1.1452105591013613,0.7133009779076477
1376,HUM,LRC,0.9035311548735366,0.6157653616937705,1.3257786140836865
277,ALT,ORBS,0.9034927286324852,0.7257159727162852,1.1248189944565288
1192,EXCH,QTUM,0.9033668855729706,0.6331348935948805,1.2889381681622851
789,CAKE,KAVA,0.9031996262455151,0.837338108060078,0.97424153636097
32,1INCH,VET,0.9031325171128027,0.8544889131099963,0.9545452620302289
1291,GRT,HOT,0.9030530345216551,0.6366800766882037,1.2808705863716547
273,ALT,LTC,0.9029968141527108,1.1256652118845842,0.7243745633791067
841,CHZ,ZRX,0.9028636135250717,1.0014629441732035,0.8139719091658848
2027,RAMP,XRP,0.902702657656904,1.1068451032246087,0.7362114949660469
1950,PROM,RAMP,0.9024323041333911,0.6430938083270314,1.2663534510805987
1529,KNC,ZIL,0.9021836581925263,0.7076307860717996,1.1502260347206876
2220,UNI,ZIL,0.9020731079951725,0.907653140643719,0.8965273800418498
1300,GRT,MID,0.9019714754421204,1.1843497350144194,0.6869191746822407
667,BNT,RSR,0.901883277322507,0.49374772589127874,1.6473867184820046
1161,ETC,PRIV,0.9018824079746556,1.108992306738504,0.733451325921558
1286,FTT,XRP,0.9018231511777957,1.1794007903290549,0.689574742249699
263,ALPHA,ZRX,0.9018054721953006,1.377333433190533,0.5904547802905822
1612,LINK,LTC,0.9015825150059305,1.0355856270482207,0.7849191898127507
2024,RAMP,WAVES,0.9012203895104797,0.931650555995027,0.8717841525913888
910,DASH,PROM,0.9009996629736052,0.9138705816293479,0.8883100178486807
1623,LINK,REEF,0.9007114637033861,0.71816371252112,1.1296604474746945
1798,MTL,PROM,0.9005174584446736,1.3565780234734899,0.5977774067777395
639,BCH,XMR,0.9000470792514502,0.9724333211871435,0.8330491430303084
57,AAVE,SUSHI,0.9000165622297759,0.7926987936206182,1.0218633089980207
1031,DODO,PUNDIX,0.90001173765466,1.1109833677443288,0.7291028393708331
1029,DODO,PRIV,0.8992699898776382,1.6172709094461715,0.5000315716873056
67,ADA,BAND,0.8990049267984761,1.0986977435394243,0.735607097730362
1449,KAVA,SXP,0.898975572095686,0.8683744791242297,0.930655032653431
485,AUDIO,UNISWAP,0.8989528702357122,1.2516449988558747,0.6456433442739135
439,AUDIO,DENT,0.898589336340036,0.9116585059068865,0.8857075211301738
1003,DENT,REEF,0.8982662821481596,1.3933677537731424,0.5790878333873424
1112,DRGN,TRU,0.8982379397713277,0.455760005496014,1.770298812346525
1254,FLM,ZIL,0.8982328739879453,1.0591209955226604,0.7617848190371196
284,ALT,STMX,0.8981297550936058,0.7780704096555797,1.0367147329784279
785,CAKE,EOS,0.8980140086651647,1.2582927801398238,0.6408915098990449
636,BCH,UNI,0.8980055145592518,0.681152504232206,1.1838962628315004
463,AUDIO,MTL,0.8979376781492275,1.2117881981184706,0.6653737634117464
761,BTT,PUNDIX,0.8977125362064281,0.8540935638335143,0.9435591506450769
1947,PRIV,ZIL,0.8974595839729581,0.6932676637209845,1.1617932683343404
466,AUDIO,ORBS,0.897182128534855,1.3107095687827826,0.6141221449308967
250,ALPHA,RAMP,0.8971401257508617,0.970548202054481,0.8292843194480428
1855,ONT,PROM,0.8967692124398536,0.8465194001729464,0.9500018785342614
1051,DOGE,EOS,0.8967407970798125,1.0230980013749085,0.785989275774827
447,AUDIO,FTT,0.8962199597344145,1.2171874224233823,0.659890335234642
1750,MID,TRX,0.8961410412566475,0.6773826865260136,1.185546636780933
2104,SKL,SRM,0.896105718457098,0.5046877353019217,1.5910936654149639
2015,RAMP,SKL,0.8959112753337968,1.0912079545842797,0.7355674139820768
490,AUDIO,XRP,0.8958028880041814,1.5912811374490563,0.5042872659466324
453,AUDIO,KIN,0.8957039425634389,0.9942697743168487,0.8069093252632863
2088,RUNE,ZRX,0.8955968709746834,1.375889402310579,0.5829638297617962
2085,RUNE,VET,0.8955568551707327,1.1627365964831138,0.689771082521303
285,ALT,TRU,0.8954753928303552,0.3798216798955316,2.1111911763047106
727,BTC,REEF,0.8952644481790801,0.7148882449377357,1.1211520651639761
1013,DODO,EOS,0.8950331056356275,1.4996310253199785,0.5341875745821062
1627,LINK,SKL,0.894970865768067,0.8000944486223116,1.001097872823445
881,CRV,NEAR,0.894552366882456,0.5623903290956248,1.4228977556954752
1746,MID,RSR,0.8944773451737632,0.5696669628067685,1.4044867848523888
1839,NEO,SRN,0.8944419337225584,0.9139047819932071,0.8753935733397834
1282,FTT,TRU,0.8938387920760859,0.5076787846050195,1.5737269518591912
1035,DODO,SKL,0.89348972943542,1.042042336470668,0.7661146468486619
2213,TRX,XTZ,0.8934441872099804,0.5338920817186158,1.4951383303714378
1908,PERP,PUNDIX,0.8932353175249717,1.4814788392782368,0.5385627599396908
1616,LINK,MTL,0.893216447615603,0.6106986765834078,1.3064309010043689
985,DEFI,SC,0.8931913977678908,1.030408758485436,0.7742469835167214
1181,ETH,STORJ,0.8931518442124828,0.7412779843411329,1.0761417898161287
1314,GRT,RUNE,0.8929350195595969,0.5942108770534748,1.341834994858472
507,BADGER,LINK,0.8929177301442438,1.90784342978581,0.41790749720770337
1050,DODO,ZIL,0.8928420400497263,1.240368428820984,0.6426855843452044
911,DASH,PUNDIX,0.8926097360872088,0.8317549441893225,0.9579169279651693
521,BADGER,VET,0.8924380000239375,1.670058051518848,0.4768969456854458
638,BCH,XEM,0.8922442493646177,0.7252670935500174,1.0976643054733157
508,BADGER,MTL,0.8922373912774217,1.3034311229931297,0.6107630455880524
979,DEFI,LTC,0.892215580581002,1.2112665788570462,0.6572035059224103
2151,STMX,TRX,0.8920784712963057,1.1243109612181879,0.7078148540756929
1047,DODO,XMR,0.8918410652133516,1.7539323034475942,0.4534841419121231
987,DEFI,TRU,0.89167277191062,0.4119165312719437,1.9301976779413672
1008,DENT,STMX,0.8913925616881909,1.3843455771054005,0.573975683654413
677,BNT,ZIL,0.891340156565682,0.6130281259781709,1.296004605724771
1814,MTL,TRU,0.891239512548084,0.5094932393863548,1.5590155223327962
1298,GRT,LTC,0.8912012643887532,1.009870110562479,0.786477077934048
1344,HOLY,MTL,0.8907882219618951,1.46632633687339,0.5411507905382111
512,BADGER,REEF,0.890436935010777,1.5170022191436312,0.5226610252943316
901,DASH,LINK,0.8904231398304857,0.8768662959242741,0.9041895801341774
668,BNT,SC,0.8903042626647398,0.5612282962759509,1.4123337782121932
1620,LINK,PROM,0.8902627469867019,0.9169405560878422,0.8643611119719968
783,CAKE,DODO,0.8901979239254153,0.7444563511124815,1.0644711977766255
1660,LTC,XLM,0.89006894276504,1.0429020119863168,0.7596329413211165
1273,FTT,QTUM,0.8899459173018323,0.8396519093514372,0.9432524679589643
219,ALGO,REN,0.8898113999370947,0.7424531401140783,1.0664165651402016
1941,PRIV,SXP,0.8897281630423324,0.5297745156791372,1.4942511968433996
239,ALPHA,LINA,0.889663210090507,1.0075223929517152,0.7855911024167955
542,BAL,NEO,0.8896359072809079,0.7110081145341245,1.1131406679403502
1146,EOS,UNI,0.8895611907245019,0.7330344690910161,1.079511462843558
665,BNT,PROM,0.8893850870007979,0.5916132987422037,1.3370318663578566
1309,GRT,QTUM,0.8892223515757075,0.5695603453843674,1.3882925610072394
714,BSV,XLM,0.8892192108465037,0.7141670051496806,1.1071791321033593
2246,XLM,ZRX,0.8891490038991336,0.6846310957061531,1.1547619675664642
811,CHZ,GRT,0.8890987251034917,0.964652805749104,0.8194622337378595
1841,NEO,SXP,0.8889268822849677,0.8202102163122831,0.9634005847935199
558,BAL,UNI,0.8888297540322687,0.8449798502078661,0.9349552317238309
976,DEFI,IOTA,0.8886832598725993,0.9014043738754453,0.8761416732230295
471,AUDIO,QTUM,0.8886829109400599,1.138879895238433,0.6934509244555213
669,BNT,STMX,0.8886797341803776,0.4581670735357497,1.7237198296426344
1960,PROM,STMX,0.8885375578280345,0.6886601550819221,1.1464275751180784
646,BNB,STX,0.8885108980935403,0.6118288539992083,1.2903144578271413
1297,GRT,LINK,0.8882735793929238,0.8763070521416677,0.9004035171452195
1039,DODO,SXP,0.8882107128399721,0.9511275183348086,0.8294558355170863
1611,LINA,ZRX,0.8881062663446392,1.1976872506530383,0.6585464944129273
17,1INCH,LTC,0.8879572796978924,1.1018616596977178,0.7155781523288395
1311,GRT,REEF,0.8878190708985149,0.6983476302690735,1.128696752858458
1956,PROM,SKL,0.8876159985580567,0.7704249497733456,1.022633237835821
472,AUDIO,RAMP,0.8875331562008499,1.285887077369562,0.6125849751653225
1534,KSM,MID,0.8871284461424745,1.556623040267242,0.5055796166424783
1109,DRGN,RUNE,0.8871066914997284,0.7768156025525057,1.013056740258256
2155,STMX,WAVES,0.8867825708907937,0.8428876329661456,0.932963419178877
1427,IOTA,UNISWAP,0.886731255771308,0.7289611410717944,1.0786477847168534
1735,MER,TRYB,0.8866427489251006,1.555755935593489,0.5053076425651332
519,BADGER,STMX,0.8866422526880653,1.5123027685533765,0.5198261225189449
1832,MVDA25,XTZ,0.886587837303666,0.6834727488677885,1.150064862947218
